縣市,縣市別代砠,鄉鎮市區,學校名稱,教學電腦數
臺中市,66000,霧峰區,吉峰國小,26
臺中市,66000,霧峰區,四德國小,30
臺中市,66000,霧峰區,峰谷國小,22
臺中市,66000,霧峰區,復興國小,45
臺中市,66000,霧峰區,桐林國小,24
臺中市,66000,霧峰區,萬豐國小,48
臺中市,66000,霧峰區,霧峰國小,58
臺中市,66000,龍井區,龍井國小,33
臺中市,66000,龍井區,龍山國小,31
臺中市,66000,龍井區,龍峰國小,110
臺中市,66000,龍井區,龍泉國小,157
臺中市,66000,龍井區,龍津國小,71
臺中市,66000,龍井區,龍海國小,43
臺中市,66000,龍井區,龍港國小,43
臺北市,63000,中山區,五常國中,52
臺北市,63000,中山區,北安國中,31
臺北市,63000,中山區,大同高中,336
臺北市,63000,中山區,大直高中,51
臺北市,63000,中山區,新興國中,34
臺北市,63000,中山區,濱江國中,63
臺北市,63000,中山區,長安國中,45
臺北市,63000,中正區,中正國中,376
臺北市,63000,中正區,南門國中,233
臺北市,63000,中正區,古亭國中,122
臺北市,63000,中正區,弘道國中,74
臺北市,63000,中正區,螢橋國中,42
臺北市,63000,信義區,信義國中,238
臺北市,63000,信義區,永吉國中,95
臺北市,63000,信義區,?公國中,63
臺北市,63000,信義區,興雅國中,84
臺北市,63000,內湖區,三民國中,60
臺北市,63000,內湖區,內湖國中,76
臺北市,63000,內湖區,明湖國中,155
臺北市,63000,內湖區,東湖國中,72
臺北市,63000,內湖區,臺灣戲曲學院(國中),2
臺北市,63000,內湖區,西湖國中,54
臺北市,63000,內湖區,麗山國中,170
臺北市,63000,北投區,北投國中,77
臺北市,63000,北投區,新民國中,34
臺北市,63000,北投區,明德國中,80
臺北市,63000,北投區,桃源國中,41
臺北市,63000,北投區,石牌國中,178
臺北市,63000,北投區,關渡國中,40
臺北市,63000,南港區,南港高中,97
臺北市,63000,南港區,成德國中,79
臺北市,63000,南港區,誠正國中,236
臺北市,63000,士林區,士林國中,69
臺北市,63000,士林區,天母國中,307
臺北市,63000,士林區,格致國中,51
臺北市,63000,士林區,百齡高中,185
臺北市,63000,士林區,福安國中,40
臺北市,63000,士林區,至善國中,43
臺北市,63000,士林區,蘭雅國中,201
臺北市,63000,士林區,陽明高中,131
臺北市,63000,大同區,建成國中,163
臺北市,63000,大同區,忠孝國中,92
臺北市,63000,大同區,成淵高中,67
臺北市,63000,大同區,民權國中,60
臺北市,63000,大同區,蘭州國中,14
臺北市,63000,大同區,重慶國中,91
臺北市,63000,大安區,仁愛國中,182
臺北市,63000,大安區,和平高中,40
臺北市,63000,大安區,大安國中,135
臺北市,63000,大安區,師大附中,40
臺北市,63000,大安區,懷生國中,75
臺北市,63000,大安區,民族國中,37
臺北市,63000,大安區,芳和國中,28
臺北市,63000,大安區,金華國中,333
臺北市,63000,大安區,龍門國中,30
臺北市,63000,文山區,北政國中,50
臺北市,63000,文山區,實踐國中,200
臺北市,63000,文山區,政大附中,46
臺北市,63000,文山區,景美國中,142
臺北市,63000,文山區,景興國中,177
臺北市,63000,文山區,木柵國中,60
臺北市,63000,文山區,興福國中,44
臺北市,63000,文山區,萬芳高中,274
臺北市,63000,松山區,中山國中,84
臺北市,63000,松山區,中崙高中,99
臺北市,63000,松山區,介壽國中,161
臺北市,63000,松山區,敦化國中,245
臺北市,63000,松山區,民生國中,124
臺北市,63000,松山區,西松高中,206
臺北市,63000,萬華區,大理高中,319
臺北市,63000,萬華區,萬華國中,274
臺北市,63000,萬華區,雙園國中,39
臺北市,63000,萬華區,龍山國中,76
臺北市,63000,中山區,中山國小,303
臺北市,63000,中山區,中正國小,43
臺北市,63000,中山區,五常國小,76
臺北市,63000,中山區,吉林國小,129
臺北市,63000,中山區,大佳國小,73
臺北市,63000,中山區,大直國小,47
臺北市,63000,中山區,懷生國小,25
臺北市,63000,中山區,永安國小,108
臺北市,63000,中山區,濱江國小,34
臺北市,63000,中山區,長安國小,41
臺北市,63000,中山區,長春國小,65
臺北市,63000,中正區,南門國小,32
臺北市,63000,中正區,國語實小,172
臺北市,63000,中正區,忠孝國小,38
臺北市,63000,中正區,忠義國小,24
臺北市,63000,中正區,東門國小,181
臺北市,63000,中正區,河堤國小,72
臺北市,63000,中正區,臺北市立大學附小,449
臺北市,63000,中正區,螢橋國小,70
臺北市,63000,信義區,三興國小,120
臺北市,63000,信義區,信義國小,116
臺北市,63000,信義區,光復國小,170
臺北市,63000,信義區,博愛國小,160
臺北市,63000,信義區,吳興國小,131
臺北市,63000,信義區,永吉國小,75
臺北市,63000,信義區,永春國小,71
臺北市,63000,信義區,福德國小,157
臺北市,63000,信義區,興雅國小,106
臺北市,63000,內湖區,內湖國小,139
臺北市,63000,內湖區,南湖國小,124
臺北市,63000,內湖區,大湖國小,42
臺北市,63000,內湖區,康寧國小,70
臺北市,63000,內湖區,文湖國小,32
臺北市,63000,內湖區,新湖國小,101
臺北市,63000,內湖區,明湖國小,135
臺北市,63000,內湖區,東湖國小,91
臺北市,63000,內湖區,潭美國小,54
臺北市,63000,內湖區,碧湖國小,134
臺北市,63000,內湖區,臺灣戲曲學院(國小),2
臺北市,63000,內湖區,西湖國小,41
臺北市,63000,內湖區,麗山國小,60
臺北市,63000,內湖區,麗湖國小,66
臺北市,63000,北投區,北投國小,140
臺北市,63000,北投區,大屯國小,8
臺北市,63000,北投區,文化國小,72
臺北市,63000,北投區,文林國小,31
臺北市,63000,北投區,明德國小,69
臺北市,63000,北投區,桃源國小,43
臺北市,63000,北投區,泉源國小,32
臺北市,63000,北投區,清江國小,35
臺北市,63000,北投區,湖山國小,9
臺北市,63000,北投區,湖田國小,35
臺北市,63000,北投區,石牌國小,130
臺北市,63000,北投區,立農國小,64
臺北市,63000,北投區,義方國小,33
臺北市,63000,北投區,逸仙國小,47
臺北市,63000,北投區,關渡國小,70
臺北市,63000,南港區,修德國小,16
臺北市,63000,南港區,南港國小,66
臺北市,63000,南港區,成德國小,48
臺北市,63000,南港區,東新國小,66
臺北市,63000,南港區,玉成國小,36
臺北市,63000,南港區,胡適國小,47
臺北市,63000,南港區,舊莊國小,35
臺北市,63000,士林區,三玉國小,39
臺北市,63000,士林區,劍潭國小,38
臺北市,63000,士林區,士東國小,114
臺北市,63000,士林區,士林國小,234
臺北市,63000,士林區,天母國小,110
臺北市,63000,士林區,富安國小,12
臺北市,63000,士林區,平等國小,22
臺北市,63000,士林區,文昌國小,41
臺北市,63000,士林區,溪山國小,11
臺北市,63000,士林區,百齡國小,166
臺北市,63000,士林區,社子國小,67
臺北市,63000,士林區,福林國小,70
臺北市,63000,士林區,芝山國小,57
臺北市,63000,士林區,葫蘆國小,98
臺北市,63000,士林區,蘭雅國小,28
臺北市,63000,士林區,陽明山國小,24
臺北市,63000,士林區,雙溪國小,21
臺北市,63000,士林區,雨聲國小,28
臺北市,63000,士林區,雨農國小,30
臺北市,63000,大同區,大同國小,44
臺北市,63000,大同區,大橋國小,42
臺北市,63000,大同區,大龍國小,74
臺北市,63000,大同區,太平國小,102
臺北市,63000,大同區,延平國小,68
臺北市,63000,大同區,日新國小,61
臺北市,63000,大同區,永樂國小,96
臺北市,63000,大同區,蓬萊國小,69
臺北市,63000,大同區,雙蓮國小,36
臺北市,63000,大安區,仁愛國小,133
臺北市,63000,大安區,公館國小,18
臺北市,63000,大安區,古亭國小,63
臺北市,63000,大安區,台北教育大學附小,62
臺北市,63000,大安區,大安國小,96
臺北市,63000,大安區,幸安國小,107
臺北市,63000,大安區,建安國小,153
臺北市,63000,大安區,新生國小,94
臺北市,63000,大安區,金華國小,112
臺北市,63000,大安區,銘傳國小,44
臺北市,63000,大安區,龍安國小,243
臺北市,63000,文山區,力行國小,127
臺北市,63000,文山區,博嘉國小,68
臺北市,63000,文山區,實踐國小,55
臺北市,63000,文山區,志清國小,34
臺北市,63000,文山區,指南國小,15
臺北市,63000,文山區,政大實小,18
臺北市,63000,文山區,明道國小,41
臺北市,63000,文山區,景美國小,31
臺北市,63000,文山區,景興國小,66
臺北市,63000,文山區,木柵國小,102
臺北市,63000,文山區,武功國小,32
臺北市,63000,文山區,永建國小,38
臺北市,63000,文山區,溪口國小,90
臺北市,63000,文山區,興德國小,29
臺北市,63000,文山區,興華國小,35
臺北市,63000,文山區,興隆國小,141
臺北市,63000,文山區,萬福國小,75
臺北市,63000,文山區,萬興國小,36
臺北市,63000,文山區,萬芳國小,67
臺北市,63000,文山區,辛亥國小,58
臺北市,63000,松山區,三民國小,32
臺北市,63000,松山區,健康國小,121
臺北市,63000,松山區,敦化國小,136
臺北市,63000,松山區,松山國小,40
臺北市,63000,松山區,民族國小,30
臺北市,63000,松山區,民權國小,60
臺北市,63000,松山區,民生國小,77
臺北市,63000,松山區,西松國小,77
臺北市,63000,萬華區,大理國小,69
臺北市,63000,萬華區,新和國小,76
臺北市,63000,萬華區,東園國小,133
臺北市,63000,萬華區,福星國小,68
臺北市,63000,萬華區,老松國小,75
臺北市,63000,萬華區,華江國小,44
臺北市,63000,萬華區,萬大國小,57
臺北市,63000,萬華區,西園國小,31
臺北市,63000,萬華區,西門國小,122
臺北市,63000,萬華區,雙園國小,70
臺北市,63000,萬華區,龍山國小,29
臺南市,67000,七股區,後港國中,24
臺南市,67000,七股區,竹橋國中,12
臺南市,67000,下營區,下營國中,34
臺南市,67000,中西區,中山國中,118
臺南市,67000,中西區,建興國中,46
臺南市,67000,仁德區,仁德國中,80
臺南市,67000,仁德區,文賢國中,30
臺南市,67000,佳里區,佳興國中,14
臺南市,67000,佳里區,佳里國中,115
臺南市,67000,六甲區,六甲國中,30
臺南市,67000,北區,延平國中,37
臺南市,67000,北區,成功國中,11
臺南市,67000,北區,文賢國中,8
臺南市,67000,北區,民德國中,93
臺南市,67000,北門區,北門國中,32
臺南市,67000,南化區,南化國中,28
臺南市,67000,南區,南寧中學,109
臺南市,67000,南區,大成國中,105
臺南市,67000,南區,新興國中,126
臺南市,67000,善化區,善化國中,64
臺南市,67000,大內區,大內國中,52
臺南市,67000,學甲區,學甲國中,37
臺南市,67000,安南區,和順國中,66
臺南市,67000,安南區,土城高中,46
臺南市,67000,安南區,安南國中,185
臺南市,67000,安南區,安順國中,93
臺南市,67000,安南區,海佃國中,55
臺南市,67000,安定區,安定國中,37
臺南市,67000,安平區,安平國中,68
臺南市,67000,安平區,金城國中,101
臺南市,67000,官田區,官田國中,49
臺南市,67000,將軍區,將軍國中,37
臺南市,67000,山上區,山上國中,27
臺南市,67000,左鎮區,左鎮國中,6
臺南市,67000,後壁區,後壁國中,11
臺南市,67000,後壁區,菁寮國中,7
臺南市,67000,新化區,新化國中,13
臺南市,67000,新市區,南科高級實驗中學附設國中部,2
臺南市,67000,新市區,新市國中,21
臺南市,67000,新營區,南新國中,46
臺南市,67000,新營區,太子國中,33
臺南市,67000,新營區,新東國中,63
臺南市,67000,東區,崇明國中,41
臺南市,67000,東區,後甲國中,124
臺南市,67000,東區,復興國中,148
臺南市,67000,東區,忠孝國中,125
臺南市,67000,東山區,東原國中,33
臺南市,67000,東山區,東山國中,28
臺南市,67000,柳營區,柳營國中,11
臺南市,67000,楠西區,楠西國中,36
臺南市,67000,歸仁區,歸仁國中,227
臺南市,67000,歸仁區,沙崙國中,4
臺南市,67000,永康區,大橋國中,103
臺南市,67000,永康區,大灣高中附設國中,114
臺南市,67000,永康區,永仁高中附設國中,6
臺南市,67000,永康區,永康國中,56
臺南市,67000,玉井區,玉井國中,32
臺南市,67000,白河區,白河國中,61
臺南市,67000,西港區,西港國中,74
臺南市,67000,關廟區,關廟國中,40
臺南市,67000,鹽水區,鹽水國中,36
臺南市,67000,麻豆區,麻豆國中,105
臺南市,67000,龍崎區,龍崎國中,5
臺南市,67000,七股區,七股國小,30
臺南市,67000,七股區,三股國小,39
臺南市,67000,七股區,光復國小,22
臺南市,67000,七股區,大文國小,30
臺南市,67000,七股區,建功國小,22
臺南市,67000,七股區,後港國小,26
臺南市,67000,七股區,樹林國小,13
臺南市,67000,七股區,竹橋國小,29
臺南市,67000,七股區,篤加國小,28
臺南市,67000,七股區,龍山國小,16
臺南市,67000,下營區,下營國小,38
臺南市,67000,下營區,中營國小,38
臺南市,67000,下營區,東興國小,29
臺南市,67000,下營區,甲中國小,10
臺南市,67000,下營區,賀建國小,13
臺南市,67000,中西區,協進國小,57
臺南市,67000,中西區,台南大學附小,46
臺南市,67000,中西區,忠義國小,44
臺南市,67000,中西區,成功國小,74
臺南市,67000,中西區,永福國小,36
臺南市,67000,中西區,進學國小,42
臺南市,67000,仁德區,仁和國小,15
臺南市,67000,仁德區,仁德國小,146
臺南市,67000,仁德區,依仁國小,8
臺南市,67000,仁德區,大甲國小,30
臺南市,67000,仁德區,德南國小,75
臺南市,67000,仁德區,文賢國小,30
臺南市,67000,仁德區,虎山國小,32
臺南市,67000,仁德區,長興國小,48
臺南市,67000,佳里區,仁愛國小,32
臺南市,67000,佳里區,佳興國小,42
臺南市,67000,佳里區,佳里國小,114
臺南市,67000,佳里區,信義國小,55
臺南市,67000,佳里區,塭內國小,17
臺南市,67000,佳里區,子龍國小,28
臺南市,67000,佳里區,延平國小,23
臺南市,67000,佳里區,通興國小,8
臺南市,67000,六甲區,六甲國小,136
臺南市,67000,六甲區,六甲國小湖東分校,29
臺南市,67000,六甲區,嘉南國小,10
臺南市,67000,六甲區,林鳳國小,28
臺南市,67000,北區,公園國小,48
臺南市,67000,北區,大光國小,8
臺南市,67000,北區,大港國小,118
臺南市,67000,北區,文元國小,121
臺南市,67000,北區,立人國小,102
臺南市,67000,北區,賢北國小,43
臺南市,67000,北區,開元國小,94
臺南市,67000,北門區,三慈國小,21
臺南市,67000,北門區,北門國小,20
臺南市,67000,北門區,北門國小玉湖分校,6
臺南市,67000,北門區,文山國小,9
臺南市,67000,北門區,蚵寮國小,27
臺南市,67000,北門區,錦湖國小,13
臺南市,67000,北門區,雙春國小,11
臺南市,67000,南化區,北寮國小,28
臺南市,67000,南化區,南化國小,19
臺南市,67000,南化區,玉山國小,9
臺南市,67000,南化區,瑞峰國小,4
臺南市,67000,南化區,西埔國小,15
臺南市,67000,南區,喜樹國小,26
臺南市,67000,南區,志開國小,44
臺南市,67000,南區,新興國小,108
臺南市,67000,南區,日新國小,40
臺南市,67000,南區,永華國小,152
臺南市,67000,南區,省躬國小,64
臺南市,67000,南區,龍崗國小,20
臺南市,67000,善化區,善化國小,28
臺南市,67000,善化區,善糖國小,14
臺南市,67000,善化區,大同國小,28
臺南市,67000,善化區,大成國小,113
臺南市,67000,善化區,小新國小,28
臺南市,67000,善化區,茄拔國小,32
臺南市,67000,善化區,陽明國小,28
臺南市,67000,大內區,二溪國小,9
臺南市,67000,大內區,大內國小,29
臺南市,67000,大內區,大內國小頭社分校,13
臺南市,67000,學甲區,中洲國小,17
臺南市,67000,學甲區,學甲國小,31
臺南市,67000,學甲區,宅港國小,9
臺南市,67000,學甲區,東陽國小,37
臺南市,67000,學甲區,頂洲國小,14
臺南市,67000,安南區,南興國小,24
臺南市,67000,安南區,和順國小,143
臺南市,67000,安南區,土城國小,48
臺南市,67000,安南區,土城國小城西分班,2
臺南市,67000,安南區,學東國小,25
臺南市,67000,安南區,安佃國小,56
臺南市,67000,安南區,安慶國小,81
臺南市,67000,安南區,安順國小,63
臺南市,67000,安南區,海佃國小,65
臺南市,67000,安南區,海東國小,106
臺南市,67000,安南區,鎮海國小,10
臺南市,67000,安南區,長安國小,31
臺南市,67000,安南區,青草國小,26
臺南市,67000,安南區,顯宮國小,27
臺南市,67000,安定區,南安國小,31
臺南市,67000,安定區,南興國小,43
臺南市,67000,安定區,安定國小,29
臺南市,67000,安平區,億載國小,123
臺南市,67000,安平區,億載國小漁光分校,21
臺南市,67000,安平區,安平國小,34
臺南市,67000,安平區,新南國小,52
臺南市,67000,安平區,石門國小,81
臺南市,67000,安平區,西門國小,79
臺南市,67000,官田區,官田國小,35
臺南市,67000,官田區,渡拔國小,37
臺南市,67000,官田區,隆田國小,32
臺南市,67000,將軍區,將軍國小,21
臺南市,67000,將軍區,漚汪國小,15
臺南市,67000,將軍區,苓和國小,28
臺南市,67000,將軍區,長平國小,22
臺南市,67000,將軍區,鯤鯓國小,14
臺南市,67000,山上區,山上國小,18
臺南市,67000,左鎮區,光榮國小,12
臺南市,67000,左鎮區,左鎮國小,16
臺南市,67000,後壁區,安溪國小,8
臺南市,67000,後壁區,後壁國小,33
臺南市,67000,後壁區,新嘉國小,16
臺南市,67000,後壁區,新東國小,48
臺南市,67000,後壁區,樹人國小,9
臺南市,67000,後壁區,永安國小,31
臺南市,67000,後壁區,菁寮國小,29
臺南市,67000,新化區,口碑國小,21
臺南市,67000,新化區,大新國小,31
臺南市,67000,新化區,新化國小,30
臺南市,67000,新化區,正新國小,53
臺南市,67000,新化區,那拔國小,63
臺南市,67000,新市區,南科高級實驗中學附設國小部,59
臺南市,67000,新市區,大社國小,79
臺南市,67000,新市區,新市國小,66
臺南市,67000,新營區,公誠國小,24
臺南市,67000,新營區,南梓國小,12
臺南市,67000,新營區,土庫國小,25
臺南市,67000,新營區,新橋國小,29
臺南市,67000,新營區,新民國小,141
臺南市,67000,新營區,新泰國小,31
臺南市,67000,新營區,新營國小,125
臺南市,67000,新營區,新生國小,26
臺南市,67000,新營區,新興國小,49
臺南市,67000,新營區,新進國小,65
臺南市,67000,東區,勝利國小,115
臺南市,67000,東區,博愛國小,19
臺南市,67000,東區,大同國小,4
臺南市,67000,東區,崇學國小,137
臺南市,67000,東區,崇明國小,110
臺南市,67000,東區,復興國小,112
臺南市,67000,東區,德高國小,70
臺南市,67000,東區,東光國小,64
臺南市,67000,東區,裕文國小,78
臺南市,67000,東山區,吉貝耍國小,23
臺南市,67000,東山區,東原國小,27
臺南市,67000,東山區,東山國小,36
臺南市,67000,東山區,聖賢國小,21
臺南市,67000,東山區,青山國小,43
臺南市,67000,柳營區,太康國小,24
臺南市,67000,柳營區,新山國小,21
臺南市,67000,柳營區,果毅國小,13
臺南市,67000,柳營區,柳營國小,25
臺南市,67000,柳營區,重溪國小,24
臺南市,67000,楠西區,楠西國小,28
臺南市,67000,歸仁區,保西國小,17
臺南市,67000,歸仁區,大潭國小,41
臺南市,67000,歸仁區,文化國小,218
臺南市,67000,歸仁區,歸仁國小,71
臺南市,67000,歸仁區,歸南國小,66
臺南市,67000,歸仁區,紅瓦厝國小,36
臺南市,67000,永康區,三村國小,39
臺南市,67000,永康區,五王國小,60
臺南市,67000,永康區,勝利國小,58
臺南市,67000,永康區,大橋國小,114
臺南市,67000,永康區,大灣國小,71
臺南市,67000,永康區,崑山國小,105
臺南市,67000,永康區,復興國小,58
臺南市,67000,永康區,永信國小,165
臺南市,67000,永康區,永康國小,95
臺南市,67000,永康區,西勢國小,28
臺南市,67000,永康區,龍潭國小,30
臺南市,67000,玉井區,層林國小,15
臺南市,67000,玉井區,玉井國小,29
臺南市,67000,白河區,仙草國小,14
臺南市,67000,白河區,仙草國小關領分校,19
臺南市,67000,白河區,內角國小,23
臺南市,67000,白河區,大竹國小,22
臺南市,67000,白河區,河東國小,24
臺南市,67000,白河區,河東國小六溪分校,7
臺南市,67000,白河區,玉豐國小,32
臺南市,67000,白河區,白河國小,40
臺南市,67000,白河區,竹門國小,16
臺南市,67000,西港區,後營國小,33
臺南市,67000,西港區,後營國小金砂分校,10
臺南市,67000,西港區,成功國小,67
臺南市,67000,西港區,松林國小,16
臺南市,67000,西港區,港東國小,31
臺南市,67000,西港區,西港國小,47
臺南市,67000,關廟區,五甲國小,47
臺南市,67000,關廟區,保東國小,30
臺南市,67000,關廟區,崇和國小,23
臺南市,67000,關廟區,文和國小,1
臺南市,67000,關廟區,新光國小,9
臺南市,67000,關廟區,深坑國小,26
臺南市,67000,關廟區,關廟國小,29
臺南市,67000,鹽水區,仁光國小,23
臺南市,67000,鹽水區,?頭港國小,22
臺南市,67000,鹽水區,岸內國小,19
臺南市,67000,鹽水區,文昌國小,22
臺南市,67000,鹽水區,月津國小,43
臺南市,67000,鹽水區,歡雅國小,30
臺南市,67000,鹽水區,竹埔國小,19
臺南市,67000,鹽水區,鹽水國小,32
臺南市,67000,麻豆區,北勢國小,18
臺南市,67000,麻豆區,培文國小,34
臺南市,67000,麻豆區,大山國小,30
臺南市,67000,麻豆區,安業國小,28
臺南市,67000,麻豆區,文正國小,16
臺南市,67000,麻豆區,港尾國小,21
臺南市,67000,麻豆區,紀安國小,12
臺南市,67000,麻豆區,麻豆國小,65
臺南市,67000,龍崎區,龍崎國小,20
臺南市,67000,龍崎區,龍崎國小龍船分校,21
臺東縣,10014,卑南鄉,初鹿國中,62
臺東縣,10014,大武鄉,大武國中,25
臺東縣,10014,太麻里鄉,大王國中,28
臺東縣,10014,太麻里鄉,賓茂國中,31
臺東縣,10014,延平鄉,桃源國中,22
臺東縣,10014,成功鎮,新港國中,48
臺東縣,10014,東河鄉,泰源國中,37
臺東縣,10014,東河鄉,都蘭國中,24
臺東縣,10014,池上鄉,池上國中,30
臺東縣,10014,海端鄉,海端國中,35
臺東縣,10014,綠島鄉,綠島國中,21
臺東縣,10014,臺東市,卑南國中,48
臺東縣,10014,臺東市,國立臺東大學附屬體育高級中學,14
臺東縣,10014,臺東市,寶桑國中,58
臺東縣,10014,臺東市,新生國中,184
臺東縣,10014,臺東市,東海國中,68
臺東縣,10014,臺東市,知本國中,30
臺東縣,10014,臺東市,豐田國中,52
臺東縣,10014,蘭嶼鄉,蘭嶼高中,31
臺東縣,10014,長濱鄉,長濱國中,27
臺東縣,10014,關山鎮,關山國中,31
臺東縣,10014,鹿野鄉,瑞源國中,16
臺東縣,10014,鹿野鄉,鹿野國中,24
臺東縣,10014,卑南鄉,初鹿國小,30
臺東縣,10014,卑南鄉,利嘉國小,21
臺東縣,10014,卑南鄉,大南國小,18
臺東縣,10014,卑南鄉,太平國小,29
臺東縣,10014,卑南鄉,富山國小,6
臺東縣,10014,卑南鄉,富山國小利吉分校,6
臺東縣,10014,卑南鄉,東成國小,19
臺東縣,10014,卑南鄉,溫泉國小,17
臺東縣,10014,卑南鄉,賓朗國小,41
臺東縣,10014,大武鄉,大武國小,24
臺東縣,10014,大武鄉,大鳥國小,35
臺東縣,10014,大武鄉,大鳥國小愛國埔分校,12
臺東縣,10014,大武鄉,尚武國小,20
臺東縣,10014,太麻里鄉,三和國小,12
臺東縣,10014,太麻里鄉,大溪國小,21
臺東縣,10014,太麻里鄉,大王國小,19
臺東縣,10014,太麻里鄉,美和國小,21
臺東縣,10014,太麻里鄉,香蘭國小,21
臺東縣,10014,延平鄉,桃源國小,20
臺東縣,10014,延平鄉,武陵國小,20
臺東縣,10014,延平鄉,紅葉國小,21
臺東縣,10014,延平鄉,鸞山國小,8
臺東縣,10014,成功鎮,三仙國小,16
臺東縣,10014,成功鎮,三民國小,39
臺東縣,10014,成功鎮,三民國小和平分校,20
臺東縣,10014,成功鎮,信義國小,14
臺東縣,10014,成功鎮,忠孝國小,23
臺東縣,10014,成功鎮,忠孝國小博愛分校,11
臺東縣,10014,成功鎮,成功國小,53
臺東縣,10014,東河鄉,北源國小,16
臺東縣,10014,東河鄉,東河國小,16
臺東縣,10014,東河鄉,泰源國小,19
臺東縣,10014,東河鄉,興隆國小,23
臺東縣,10014,東河鄉,都蘭國小,21
臺東縣,10014,池上鄉,大坡國小,17
臺東縣,10014,池上鄉,福原國小,30
臺東縣,10014,池上鄉,萬安國小,18
臺東縣,10014,池上鄉,萬安國小振興分校,14
臺東縣,10014,海端鄉,初來國小,17
臺東縣,10014,海端鄉,初來國小新武分校,6
臺東縣,10014,海端鄉,加拿國小,18
臺東縣,10014,海端鄉,崁頂國小,11
臺東縣,10014,海端鄉,廣原國小,11
臺東縣,10014,海端鄉,海端國小,13
臺東縣,10014,海端鄉,錦屏國小,8
臺東縣,10014,海端鄉,霧鹿國小,6
臺東縣,10014,海端鄉,霧鹿國小利稻分校,8
臺東縣,10014,綠島鄉,公館國小,20
臺東縣,10014,綠島鄉,綠島國小,12
臺東縣,10014,臺東市,仁愛國小,62
臺東縣,10014,臺東市,光明國小,31
臺東縣,10014,臺東市,卑南國小,26
臺東縣,10014,臺東市,南王國小,30
臺東縣,10014,臺東市,台東大學附小,112
臺東縣,10014,臺東市,富岡國小,31
臺東縣,10014,臺東市,寶桑國小,32
臺東縣,10014,臺東市,岩灣國小,17
臺東縣,10014,臺東市,康樂國小,45
臺東縣,10014,臺東市,建和國小,20
臺東縣,10014,臺東市,復興國小,23
臺東縣,10014,臺東市,新園國小,29
臺東縣,10014,臺東市,新生國小,78
臺東縣,10014,臺東市,東海國小,30
臺東縣,10014,臺東市,知本國小,48
臺東縣,10014,臺東市,豐年國小,30
臺東縣,10014,臺東市,豐榮國小,29
臺東縣,10014,臺東市,豐源國小,20
臺東縣,10014,臺東市,豐田國小,24
臺東縣,10014,臺東市,豐里國小,44
臺東縣,10014,臺東市,馬蘭國小,32
臺東縣,10014,蘭嶼鄉,朗島國小,10
臺東縣,10014,蘭嶼鄉,東清國小,12
臺東縣,10014,蘭嶼鄉,椰油國小,12
臺東縣,10014,蘭嶼鄉,蘭嶼國小,12
臺東縣,10014,達仁鄉,台板國小,8
臺東縣,10014,達仁鄉,土板國小,27
臺東縣,10014,達仁鄉,安朔國小,14
臺東縣,10014,達仁鄉,安朔國小新化分校,14
臺東縣,10014,金峰鄉,介達國小,16
臺東縣,10014,金峰鄉,嘉蘭國小,18
臺東縣,10014,金峰鄉,新興國小,13
臺東縣,10014,金峰鄉,賓茂國小,26
臺東縣,10014,長濱鄉,三間國小,25
臺東縣,10014,長濱鄉,寧埔國小,8
臺東縣,10014,長濱鄉,樟原國小,7
臺東縣,10014,長濱鄉,竹湖國小,12
臺東縣,10014,長濱鄉,長濱國小,20
臺東縣,10014,關山鎮,德高國小,22
臺東縣,10014,關山鎮,月眉國小,16
臺東縣,10014,關山鎮,關山國小,56
臺東縣,10014,關山鎮,電光國小,8
臺東縣,10014,鹿野鄉,永安國小,24
臺東縣,10014,鹿野鄉,瑞源國小,36
臺東縣,10014,鹿野鄉,瑞豐國小,8
臺東縣,10014,鹿野鄉,鹿野國小,22
臺東縣,10014,鹿野鄉,龍田國小,25
花蓮縣,10015,光復鄉,光復國中,50
花蓮縣,10015,光復鄉,富源國中,2
花蓮縣,10015,吉安鄉,化仁國中,23
花蓮縣,10015,吉安鄉,吉安國中,43
花蓮縣,10015,吉安鄉,宜昌國中,52
花蓮縣,10015,壽豐鄉,壽豐國中,30
花蓮縣,10015,壽豐鄉,平和國中,27
花蓮縣,10015,富里鄉,富北國中,33
花蓮縣,10015,富里鄉,富里國中,11
花蓮縣,10015,富里鄉,東里國中,35
花蓮縣,10015,新城鄉,新城國中,43
花蓮縣,10015,新城鄉,秀林國中,30
花蓮縣,10015,玉里鎮,三民國中,22
花蓮縣,10015,玉里鎮,玉東國中,28
花蓮縣,10015,玉里鎮,玉里國中,32
花蓮縣,10015,瑞穗鄉,瑞穗國中,4
花蓮縣,10015,花蓮市,國風國中,60
花蓮縣,10015,花蓮市,美崙國中,30
花蓮縣,10015,花蓮市,自強國中,33
花蓮縣,10015,花蓮市,花崗國中,68
花蓮縣,10015,豐濱鄉,豐濱國中,12
花蓮縣,10015,鳳林鎮,南平中學,4
花蓮縣,10015,鳳林鎮,萬榮國中,6
花蓮縣,10015,鳳林鎮,鳳林國中,16
花蓮縣,10015,光復鄉,光復國小,20
花蓮縣,10015,光復鄉,大興國小,8
花蓮縣,10015,光復鄉,大進國小,30
花蓮縣,10015,光復鄉,太巴塱國小,11
花蓮縣,10015,光復鄉,西富國小,9
花蓮縣,10015,卓溪鄉,卓楓國小,15
花蓮縣,10015,卓溪鄉,卓樂國小,15
花蓮縣,10015,卓溪鄉,卓清國小,7
